[討論] 知名的電影反派台詞(名言)有哪些?
[討論] Star Wars 9  特別預告
[討論] 寄生上流vs.小偷家族,你比較喜歡哪部?
[新聞] DC《小丑》公開6支片段！「快閃1秒髒畫面
[新聞] 《靈異第六感》上映20週年！奈沙馬蘭、
[問片] 麥當勞宴客
[討論] 捍衛任務是不是讓基奴李維不至於凱吉化？
[討論] Netflix 在9/1上架霸王別姬修復版
[新聞]《冰雪奇緣2》關鍵曝光將揭開首集2大謎團
[新聞] 地表最強特勤穩坐票房冠軍
[討論] 會讓你認真重複看的鬼片
[情報] 2020 日本奧斯卡代表：《天氣之子》
[贈票] 【牠第二章】美麗華影城陪你見證大結局
[普雷] 遲來蜘蛛人離家日觀後感
[好雷]下半場 We Are Champions: 大讚！
[情報] 迪士尼動畫新作《尋龍奇緣》情報釋出2020
[票房] 全球、全台票房（截至上週）
[失望雷]下半場，夢想沒有那麼偉大
[新聞] 「蜘蛛人」是否離開漫威 總裁僅回「我永遠感激」
[新聞] 「黑寡婦」首張海報登場 反派造型揭露
[問片] 一部日本電影
[討論] Billboard公布史上留榜最久的電影歌曲
Re: [討論] 威爾法洛近年算是崩壞嗎? 
[普雷] 沒有傲慢但可能有偏見的05電影版觀後
[好雷] 下半場 有拍出熱血感的籃球電影
[討論] 台灣標榜熱血或義氣的電影還能賣多久?
[討論] 威爾法洛近年算是崩壞嗎? 
[討論] 從夢到現實-電影《下半場》分享與討論
[問片] 有關鬼屋的恐怖片
[情報] 黑寡婦 海報
[好無雷]超乎想像的《下半場》 
[請益] 大家心目中的漫威top10電影
[討論] 藍波:最後一滴血
[好雷]《殺手寓言》日本漫畫風格的呈現
[情報] 《魔法禁界 Abigail》預告片
[討論] Rose有演出星戰EP9
［熱血好雷] 下半場  給熱愛籃球的你
[好雷]下半場:台灣也能拍拿得出手的籃球電影
[新聞] 7年籌製HBL《下半場》台灣運動電影技術升
[好雷]《全面攻佔3：天使救援》麥克班寧的《羅根》，衰老的同時，也
[新聞] 永恆族幽默喊話 我們可以毀掉復仇者聯盟
[ 好雷] 金馬經典：「義大利之旅」褒曼女神！
[討論] 有難忘的血腥片段嗎？
Re: [情報] 阿拉丁真人版刪剪歌曲Desert Moon
[問片] 想問一個香港恐怖片的配樂..有急促緊張感
[討論] 《銀翼殺手》在一般人眼裡484雷片?
[新聞] 《戰慄深隧 2033》電影確認開拍，將在202
[Live] FOX_Movies 21:00 壞事大飯店
[新聞] D23 現場展示黑寡婦在個人電影穿的新白色
[ 好無雷] 熱血青春的下半場
[好雷]不負責任影評-最專業的不平凡<殺手寓言>
[ 好雷] 鬼影 SHUTTER 脖子痛雷
[新聞] 《庫伊拉》真人版 艾瑪史東「惡女」造型
[討論] 電影裡面的動保團體是不是不太管後果?
[極好雷] 特務片的典範 全面攻佔3：天使救援
[情報] 冰雪奇緣2(Frozen2) 新劇照
[討論] 駭客任務中的設定情節
